Measure,Ethnicity,Ethnicity_type,Time,Time_type,Geography,Geography_type,Geography code,Gender,Age,Socio-economic classification,Household income,Value,Value_type,Sample size,Standard error,Lower CI,Upper CI
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Essex,ONS geography code,E23000028,All,16+,All,All,81.30571424,%,153,3.151876976,75.12803537,87.48339312
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Hertfordshire,ONS geography code,E23000027,All,16+,All,All,85.30726307,%,204,2.478730279,80.44895172,90.16557442
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Norfolk,ONS geography code,E23000024,All,16+,All,All,?,%,42,?,?,?
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Suffolk,ONS geography code,E23000025,All,16+,All,All,79.61540553,%,68,4.88534386,70.04013157,89.1906795
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,London,ONS geography code,E12000007,All,16+,All,All,74.84685892,%,3917,0.693275922,73.48803811,76.20567972
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,City of London / Metropolitan Police,ONS geography code,E12000007,All,16+,All,All,74.84685892,%,3917,0.693275922,73.48803811,76.20567972
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,South East,ONS geography code,E12000008,All,16+,All,All,79.78506528,%,1041,1.244719832,77.34541441,82.22471615
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Hampshire,ONS geography code,E23000030,All,16+,All,All,83.62398941,%,137,3.16161667,77.42722074,89.82075809
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Kent,ONS geography code,E23000032,All,16+,All,All,75.75950757,%,153,3.464524008,68.96904052,82.54997463
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Surrey,ONS geography code,E23000031,All,16+,All,All,79.07067967,%,153,3.288816049,72.62460022,85.51675913
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Sussex,ONS geography code,E23000033,All,16+,All,All,80.06343244,%,121,3.632031544,72.94465062,87.18221427
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Thames Valley,ONS geography code,E23000029,All,16+,All,All,79.94885533,%,477,1.833228164,76.35572813,83.54198253
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,South West,ONS geography code,E12000009,All,16+,All,All,78.3962555,%,371,2.136609825,74.20850024,82.58401076
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Avon and Somerset,ONS geography code,E23000036,All,16+,All,All,78.036776,%,129,3.645044626,70.89248853,85.18106346
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Devon and Cornwall,ONS geography code,E23000035,All,16+,All,All,?,%,44,?,?,?
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Dorset,ONS geography code,E23000039,All,16+,All,All,79.7252032,%,55,5.421191239,69.09966837,90.35073803
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Gloucestershire,ONS geography code,E23000037,All,16+,All,All,71.95890848,%,81,4.991111035,62.17633086,81.74148611
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Wiltshire,ONS geography code,E23000038,All,16+,All,All,76.64304605,%,62,5.373393379,66.11119503,87.17489707
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Wales,ONS geography code,W92000004,All,16+,All,All,79.79921923,%,217,2.725546099,74.45714887,85.14128958
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Dyfed-Powys,ONS geography code,W15000004,All,16+,All,All,?,%,20,?,?,?
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,Gwent,ONS geography code,W15000002,All,16+,All,All,66.59059123,%,55,6.360034709,54.1249232,79.05625926
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,North Wales,ONS geography code,W15000001,All,16+,All,All,?,%,30,?,?,?
Confidence in police - Crime Survey England and Wales,All other Ethnic groups,White & Other,"2014/15, 2015/16 and 2016/17",3 years combined,South Wales,ONS geography code,W15000003,All,16+,All,All,81.18272011,%,112,3.693186253,73.94407506,88.42136517
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16-24,All,All,77.43643728,%,6273,0.53,76.4,78.47
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,25-34,All,All,77.46782837,%,12544,0.37,76.74,78.2
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,35-44,All,All,77.04887388,%,13929,0.36,76.35,77.75
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,45-54,All,All,75.77465414,%,16024,0.34,75.11,76.44
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,55-64,All,All,75.91820811,%,15390,0.34,75.24,76.59
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,65-74,All,All,78.35611587,%,15912,0.33,77.72,79
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,75+,All,All,84.5631452,%,12565,0.32,83.93,85.19
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16-24,All,All,67.90074721,%,211,3.21,61.6,74.2
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,25-34,All,All,72.50713361,%,272,2.71,67.2,77.81
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,35-44,All,All,64.62243469,%,222,3.21,58.33,70.91
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,45-54,All,All,69.56988163,%,151,3.74,62.23,76.91
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,55-64,All,All,70.66382225,%,90,4.8,61.26,80.07
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,65-74,All,All,85.62432293,%,54,4.77,76.27,94.98
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,75+,All,All,?,%,32,?,?,?
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16-24,All,All,76.78785385,%,578,1.76,73.35,80.23
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,25-34,All,All,78.29765436,%,1348,1.12,76.1,80.5
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,35-44,All,All,78.88473166,%,1523,1.05,76.83,80.93
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,45-54,All,All,78.07421745,%,814,1.45,75.23,80.92
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,55-64,All,All,82.12828662,%,539,1.65,78.89,85.36
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,65-74,All,All,86.96624911,%,352,1.79,83.45,90.48
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,75+,All,All,83.88035706,%,169,2.83,78.34,89.42
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16-24,All,All,61.12019435,%,263,3.01,55.23,67.01
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,25-34,All,All,71.55155861,%,536,1.95,67.73,75.37
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,35-44,All,All,77.44996813,%,709,1.57,74.37,80.53
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,45-54,All,All,69.0604728,%,639,1.83,65.48,72.64
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,55-64,All,All,75.32916092,%,336,2.35,70.72,79.94
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,65-74,All,All,78.07284349,%,163,3.24,71.72,84.42
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,75+,All,All,77.30357419,%,129,3.69,70.08,84.53
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16-24,All,All,68.45565158,%,102,4.6,59.44,77.47
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,25-34,All,All,82.74006184,%,186,2.77,77.31,88.17
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,35-44,All,All,81.14367445,%,225,2.61,76.03,86.25
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,45-54,All,All,73.70696375,%,128,3.89,66.08,81.33
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,55-64,All,All,76.64235072,%,87,4.54,67.75,85.53
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,65-74,All,All,87.09522824,%,62,4.26,78.75,95.44
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,75+,All,All,?,%,27,?,?,?
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Women,16+,All,All,68.41029241,%,598,1.9,64.68,72.14
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Men ,16+,All,All,70.47899061,%,1161,1.34,67.86,73.1
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Men ,16+,All,All,71.36446221,%,434,2.17,67.11,75.62
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Women,16+,All,All,72.36542021,%,1614,1.11,70.18,74.55
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Men ,16+,All,All,76.84013399,%,42237,0.21,76.44,77.24
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Men ,16+,All,All,77.1544914,%,425,2.04,73.16,81.15
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Women,16+,All,All,78.2069649,%,392,2.09,74.12,82.29
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Men ,16+,All,All,78.41725395,%,2635,0.8,76.85,79.99
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Women,16+,All,All,78.57455889,%,50400,0.18,78.22,78.93
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,Women,16+,All,All,79.69878092,%,2688,0.78,78.18,81.22
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Managerial and professional occupations,All,80.36957399,%,32406,0.22,79.94,80.8
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Intermediate occupations,All,77.53901507,%,21928,0.28,76.99,78.09
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Routine and manual occupations,All,75.07584573,%,32520,0.24,74.61,75.55
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Never worked and long-term unemployed,All,71.09111066,%,2810,0.86,69.41,72.77
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Full time students,All,82.91138972,%,2361,0.77,81.39,84.43
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Not classified,All,71.26833652,%,612,1.83,67.68,74.85
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Managerial and professional occupations,All,67.21424046,%,364,2.46,62.39,72.04
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Intermediate occupations,All,71.52762524,%,211,3.11,65.44,77.62
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Routine and manual occupations,All,67.49244434,%,297,2.72,62.17,72.82
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Never worked and long-term unemployed,All,68.64620245,%,52,6.43,56.04,81.26
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Full time students,All,77.60371782,%,102,4.13,69.51,85.69
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Not classified,All,?,%,6,?,?,?
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Managerial and professional occupations,All,77.9712379,%,1733,1,76.02,79.92
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Intermediate occupations,All,77.57595021,%,1069,1.28,75.08,80.08
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Routine and manual occupations,All,80.10220817,%,1445,1.05,78.04,82.16
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Never worked and long-term unemployed,All,82.49316276,%,594,1.56,79.44,85.55
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Full time students,All,78.85167625,%,430,1.97,74.99,82.71
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Not classified,All,70.53413172,%,52,6.32,58.14,82.93
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Managerial and professional occupations,All,69.78788948,%,810,1.61,66.63,72.95
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Intermediate occupations,All,70.35615608,%,484,2.08,66.29,74.42
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Routine and manual occupations,All,75.00962975,%,1018,1.36,72.35,77.67
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Never worked and long-term unemployed,All,75.63009159,%,208,2.98,69.8,81.46
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Full time students,All,64.63158817,%,221,3.22,58.33,70.94
Confidence in police - Crime Survey England and Wales,Black/African/Caribbean/Black British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Not classified,All,73.09859939,%,34,7.61,58.19,88
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Managerial and professional occupations,All,?,%,220,?,?,?
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Intermediate occupations,All,74.14349644,%,147,3.61,67.07,81.22
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Routine and manual occupations,All,84.14462567,%,221,2.46,79.33,88.96
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Never worked and long-term unemployed,All,81.60873282,%,106,3.76,74.23,88.98
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Full time students,All,71.86637265,%,116,4.17,63.68,80.05
Confidence in police - Crime Survey England and Wales,Other,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,Not classified,All,?,%,7,?,?,?
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"Less than £10,000",75.06794977,%,9735,0.44,74.21,75.93
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£10,000 to less than £20,000",76.10176437,%,18310,0.32,75.48,76.72
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£20,000 to less than £30,000",77.2749537,%,14038,0.35,76.58,77.97
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£30,000 to less than £40,000",78.2382059,%,10746,0.4,77.46,79.02
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£40,000 to less than £50,000",79.39327057,%,7613,0.46,78.48,80.3
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£50,000 or more",81.17454675,%,17005,0.3,80.59,81.76
Confidence in police - Crime Survey England and Wales,White,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,No income stated/Not enough information provided ,75.24450451,%,15188,0.35,74.56,75.93
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"Less than £10,000",54.98029457,%,141,4.19,46.77,63.19
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£10,000 to less than £20,000",69.10799781,%,192,3.33,62.57,75.64
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£20,000 to less than £30,000",71.50226013,%,141,3.8,64.05,78.95
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£30,000 to less than £40,000",61.25857031,%,105,4.75,51.94,70.58
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£40,000 to less than £50,000",84.72515123,%,74,4.18,76.53,92.92
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£50,000 or more",80.21671628,%,193,2.87,74.6,85.84
Confidence in police - Crime Survey England and Wales,Mixed/Multiple,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,No income stated/Not enough information provided ,64.69927733,%,186,3.5,57.83,71.57
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"Less than £10,000",82.61431505,%,455,1.78,79.13,86.1
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£10,000 to less than £20,000",79.52923065,%,909,1.34,76.91,82.15
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£20,000 to less than £30,000",78.83143506,%,665,1.58,75.73,81.94
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£30,000 to less than £40,000",78.59464577,%,517,1.8,75.06,82.13
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£40,000 to less than £50,000",80.79533029,%,392,1.99,76.9,84.69
Confidence in police - Crime Survey England and Wales,Asian/Asian British,ONS 2011  5 + 1,"2014/15, 2015/16 and 2016/17",3 years combined,England and Wales,ONS geography code,K04000001,All,16+,All,"£50,000 or more",79.74052047,%,958,1.3,77.2,82.29
